"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Males","Greece","From 15 to 64 years","Percentage of total population","2014","Active population","76.0",""
"Males","Greece","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","58.0",""
"Males","Greece","From 15 to 64 years","Percentage of total population","2015","Active population","75.9",""
"Males","Greece","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","59.3",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2006","Active population","84.6",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","79.9",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2007","Active population","84.4",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","80.1",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2008","Active population","84.3",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","80.1",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2009","Active population","84.4","b"
"Males","Greece","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","78.5","b"
"Males","Greece","From 20 to 64 years","Percentage of total population","2010","Active population","84.4",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","76.0",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2011","Active population","83.3",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","70.8",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2012","Active population","82.8",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","65.0",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2013","Active population","82.8",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","62.7",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2014","Active population","81.8",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","62.6",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2015","Active population","81.7",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","64.0",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2006","Active population","81.2",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","76.1",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2007","Active population","81.4",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","76.1",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2008","Active population","81.6",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","73.3",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2009","Active population","80.8",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","66.5",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2010","Active population","80.6",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.8",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2011","Active population","80.4",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","63.4",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2012","Active population","80.1",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","60.3",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2013","Active population","79.8",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","59.2",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2014","Active population","79.5",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","60.7",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2015","Active population","79.5",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","62.9",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2006","Active population","85.8",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","80.7",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2007","Active population","85.7",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","80.6",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2008","Active population","86.1",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","77.9",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2009","Active population","85.4",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","71.0",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2010","Active population","85.4",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","69.2",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2011","Active population","85.2",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","67.7",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2012","Active population","85.0",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","64.6",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2013","Active population","84.7",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.4",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2014","Active population","84.7",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","65.0",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2015","Active population","84.8",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.6",""
"Males","France","From 15 to 64 years","Percentage of total population","2006","Active population",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2007","Active population",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2008","Active population",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2010","Active population",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2011","Active population",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2012","Active population",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2013","Active population",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2014","Active population","75.3",""
"Males","France","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","67.3",""
"Males","France","From 15 to 64 years","Percentage of total population","2015","Active population","75.3",""
"Males","France","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.1",""
"Males","France","From 20 to 64 years","Percentage of total population","2006","Active population",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2007","Active population",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2008","Active population",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2009","Active population",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2010","Active population",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2011","Active population",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2012","Active population",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2013","Active population",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2014","Active population","81.5",""
"Males","France","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.2",""
"Males","France","From 20 to 64 years","Percentage of total population","2015","Active population","81.8",""
"Males","France","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","73.2",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2006","Active population","74.9",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","69.0",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2007","Active population","74.7",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.2",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2008","Active population","74.7",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","69.7",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2009","Active population","75.0",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","68.4",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2010","Active population","74.9",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","68.3",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2011","Active population","74.6",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","68.2",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2012","Active population","75.3",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.1",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2013","Active population","75.5",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.9",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2014","Active population","75.4",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","67.7",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2015","Active population","75.5",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.5",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2006","Active population","81.1",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","75.1",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2007","Active population","80.6",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","75.1",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2008","Active population","80.7",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","75.6",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2009","Active population","80.9",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","74.3",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2010","Active population","80.7",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","74.0",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2011","Active population","80.6",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","74.0",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2012","Active population","81.3",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","73.9",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2013","Active population","81.5",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","73.7",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2014","Active population","81.6",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.6",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2015","Active population","81.9",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","73.6",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2006","Active population","69.3","e"
"Males","Croatia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","62.2","e"
"Males","Croatia","From 15 to 64 years","Percentage of total population","2007","Active population","73.0",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","66.5",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2008","Active population","72.5",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","67.3",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2009","Active population","71.0",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","65.2",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2010","Active population","70.6",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","62.7",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2011","Active population","70.7",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","60.9",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2012","Active population","69.8",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","58.5",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2013","Active population","68.9",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","56.5",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2014","Active population","70.9",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","59.1",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2015","Active population","71.5",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","60.1",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2006","Active population","75.0","e"
"Males","Croatia","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","67.7","e"
"Males","Croatia","From 20 to 64 years","Percentage of total population","2007","Active population","78.6",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.1",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2008","Active population","77.9",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","72.9",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2009","Active population","76.1",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","70.5",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2010","Active population","75.8",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","67.9",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2011","Active population","76.2",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","66.1",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2012","Active population","75.3",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","63.7",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2013","Active population","74.3",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","61.6",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2014","Active population","76.3",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","64.2",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2015","Active population","76.8",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","65.2",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2006","Active population","74.5",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","70.4",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2007","Active population","74.3",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","70.6",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2008","Active population","74.3",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","70.1",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2009","Active population","73.5",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","68.5",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2010","Active population","73.1",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","67.5",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2011","Active population","72.8",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","67.3",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2012","Active population","73.7",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","66.3",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2013","Active population","73.3",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","64.7",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2014","Active population","73.6",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","64.7",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2015","Active population","74.1",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","65.5",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2006","Active population","79.5",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","75.4",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2007","Active population","79.4",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","75.7",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2008","Active population","79.5",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","75.3",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2009","Active population","78.8",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","73.7",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2010","Active population","78.4",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","72.7",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2011","Active population","78.2",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","72.5",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2012","Active population","79.0",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","71.5",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2013","Active population","78.6",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","69.7",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2014","Active population","78.9",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","69.7",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2015","Active population","79.5",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.6",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2006","Active population","82.7",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","79.4",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2007","Active population","82.9",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","80.0",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2008","Active population","82.0",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","79.2",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2009","Active population","80.7","b"
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","76.3","b"
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2010","Active population","80.4",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","75.3",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2011","Active population","80.4",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","73.7",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2012","Active population","80.7",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","70.4",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2013","Active population","80.6",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.0",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2014","Active population","80.0",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.0",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2015","Active population","78.8",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.7",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2006","Active population","89.7",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","86.2",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2007","Active population","89.4",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","86.4",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2008","Active population","88.0",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","85.2",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2009","Active population","87.5","b"
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","82.8","b"
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2010","Active population","87.2",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","81.7",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2011","Active population","86.7",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","79.6",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2012","Active population","86.9",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","76.1",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2013","Active population","86.9",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","72.6",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2014","Active population","86.4",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","71.6",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2015","Active population","85.2",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","72.3",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2006","Active population","76.1",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","70.4",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2007","Active population","77.9",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.7",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2008","Active population","78.3",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","71.5",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2009","Active population","76.6",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","60.3",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2010","Active population","75.3",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","57.9",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2011","Active population","75.8",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","61.5",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2012","Active population","77.1",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","64.4",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2013","Active population","76.6",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","66.8",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2014","Active population","77.8",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","68.4",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2015","Active population","78.9",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.9",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2006","Active population","84.2",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","78.4",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2007","Active population","85.9",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","80.5",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2008","Active population","86.4",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","79.3",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2009","Active population","84.2",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","66.8",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2010","Active population","82.5",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.0",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2011","Active population","82.8",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","67.5",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2012","Active population","83.3",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","70.0",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2013","Active population","82.3",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","71.9",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2014","Active population","83.0",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.1",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2015","Active population","84.0",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","74.6",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2006","Active population","70.7",""
