PLZ,quantity,name,color,price,total
67759,3,Explicabo,pink,813.4,2440.21
67759,2,Explicabo,red,542.27,1084.54
67759,3,Explicabo,pink,813.4,2440.21
67759,4,Deleniti,blue,103.63,414.54
90571,2,Fuga,black,34.56,69.12
14197,4,Deleniti,pink,160.81,643.25
14197,4,Deleniti,pink,160.81,643.25
14197,1,Explicabo,blue,524.19,524.19
16559,1,Deleniti,red,107.21,107.21
16559,1,Deleniti,red,107.21,107.21
16559,2,Explicabo,pink,813.4,1626.8
16559,1,Deleniti,red,107.21,107.21
16559,2,Explicabo,pink,813.4,1626.8
16559,3,Explicabo,pink,813.4,2440.21
16559,1,Deleniti,red,107.21,107.21
16559,2,Explicabo,pink,813.4,1626.8
16559,3,Explicabo,pink,813.4,2440.21
16559,3,Explicabo,pink,813.4,2440.21
67246,2,Expedita,red,614.76,1229.52
32469,1,Explicabo,black,451.89,451.89
32469,1,Explicabo,black,451.89,451.89
32469,1,Explicabo,red,542.27,542.27
32469,1,Explicabo,black,451.89,451.89
32469,1,Explicabo,red,542.27,542.27
32469,1,Expedita,black,512.3,512.3
32469,1,Explicabo,black,451.89,451.89
32469,1,Explicabo,red,542.27,542.27
32469,1,Expedita,black,512.3,512.3
32469,3,Expedita,red,614.76,1844.28
32469,1,Explicabo,black,451.89,451.89
32469,1,Explicabo,red,542.27,542.27
32469,1,Expedita,black,512.3,512.3
32469,3,Expedita,red,614.76,1844.28
32469,3,Expedita,black,512.3,1536.9
99955,3,Deleniti,green,98.27,294.82
99955,3,Deleniti,green,98.27,294.82
99955,1,Expedita,black,512.3,512.3
12487,4,Deleniti,green,98.27,393.1
22041,4,Explicabo,green,497.08,1988.32
22041,4,Explicabo,green,497.08,1988.32
22041,4,Explicabo,pink,813.4,3253.61
65185,3,Explicabo,pink,813.4,2440.21
67749,3,Fuga,blue,40.09,120.27
67749,3,Fuga,blue,40.09,120.27
67749,4,Expedita,blue,594.27,2377.07
67749,3,Fuga,blue,40.09,120.27
67749,4,Expedita,blue,594.27,2377.07
67749,2,Explicabo,pink,813.4,1626.8
33378,3,Fuga,red,41.47,124.42
33378,3,Fuga,red,41.47,124.42
33378,1,Deleniti,green,98.27,98.27
25361,3,Fuga,green,38.02,114.05
25361,3,Fuga,green,38.02,114.05
25361,1,Explicabo,green,497.08,497.08
25361,3,Fuga,green,38.02,114.05
25361,1,Explicabo,green,497.08,497.08
25361,2,Fuga,blue,40.09,80.18
25361,3,Fuga,green,38.02,114.05
25361,1,Explicabo,green,497.08,497.08
25361,2,Fuga,blue,40.09,80.18
25361,1,Explicabo,green,497.08,497.08
22177,4,Deleniti,green,98.27,393.1
22177,4,Deleniti,green,98.27,393.1
22177,1,Explicabo,pink,813.4,813.4
22177,4,Deleniti,green,98.27,393.1
22177,1,Explicabo,pink,813.4,813.4
22177,2,Explicabo,black,451.89,903.78
57638,1,Expedita,red,614.76,614.76
22113,3,Fuga,black,34.56,103.68
22113,3,Fuga,black,34.56,103.68
22113,1,Explicabo,red,542.27,542.27
22113,3,Fuga,black,34.56,103.68
22113,1,Explicabo,red,542.27,542.27
22113,4,Deleniti,black,89.34,357.36
22113,3,Fuga,black,34.56,103.68
22113,1,Explicabo,red,542.27,542.27
22113,4,Deleniti,black,89.34,357.36
22113,4,Explicabo,red,542.27,2169.07
22113,3,Fuga,black,34.56,103.68
22113,1,Explicabo,red,542.27,542.27
22113,4,Deleniti,black,89.34,357.36
22113,4,Explicabo,red,542.27,2169.07
22113,1,Deleniti,green,98.27,98.27
55299,4,Fuga,red,41.47,165.89
55299,4,Fuga,red,41.47,165.89
55299,3,Fuga,green,38.02,114.05
27576,1,Fuga,green,38.02,38.02
27576,1,Fuga,green,38.02,38.02
27576,2,Fuga,blue,40.09,80.18
27576,1,Fuga,green,38.02,38.02
27576,2,Fuga,blue,40.09,80.18
27576,2,Expedita,blue,594.27,1188.54
50999,2,Fuga,black,34.56,69.12
50999,2,Fuga,black,34.56,69.12
50999,1,Fuga,blue,40.09,40.09
50999,2,Fuga,black,34.56,69.12
50999,1,Fuga,blue,40.09,40.09
50999,1,Deleniti,pink,160.81,160.81
50999,2,Fuga,black,34.56,69.12
50999,1,Fuga,blue,40.09,40.09
50999,1,Deleniti,pink,160.81,160.81
50999,3,Expedita,red,614.76,1844.28
36325,3,Deleniti,green,98.27,294.82
36325,3,Deleniti,green,98.27,294.82
36325,4,Explicabo,green,497.08,1988.32
36325,3,Deleniti,green,98.27,294.82
36325,4,Explicabo,green,497.08,1988.32
36325,2,Deleniti,pink,160.81,321.62
36325,3,Deleniti,green,98.27,294.82
36325,4,Explicabo,green,497.08,1988.32
36325,2,Deleniti,pink,160.81,321.62
36325,4,Explicabo,pink,813.4,3253.61
12309,1,Expedita,black,512.3,512.3
12309,1,Expedita,black,512.3,512.3
12309,4,Fuga,black,34.56,138.24
12309,1,Expedita,black,512.3,512.3
12309,4,Fuga,black,34.56,138.24
12309,3,Fuga,black,34.56,103.68
12309,1,Expedita,black,512.3,512.3
12309,4,Fuga,black,34.56,138.24
12309,3,Fuga,black,34.56,103.68
12309,1,Fuga,black,34.56,34.56
12309,1,Expedita,black,512.3,512.3
12309,4,Fuga,black,34.56,138.24
12309,3,Fuga,black,34.56,103.68
12309,1,Fuga,black,34.56,34.56
12309,1,Expedita,green,563.53,563.53
12439,3,Expedita,red,614.76,1844.28
12439,3,Expedita,red,614.76,1844.28
12439,1,Fuga,black,34.56,34.56
12439,3,Expedita,red,614.76,1844.28
12439,1,Fuga,black,34.56,34.56
12439,2,Fuga,red,41.47,82.94
12439,3,Expedita,red,614.76,1844.28
12439,1,Fuga,black,34.56,34.56
12439,2,Fuga,red,41.47,82.94
12439,3,Expedita,pink,922.14,2766.42
01983,4,Fuga,green,38.02,152.06
10369,2,Fuga,blue,40.09,80.18
10369,2,Fuga,blue,40.09,80.18
10369,1,Explicabo,pink,813.4,813.4
47802,2,Fuga,green,38.02,76.03
47802,2,Fuga,green,38.02,76.03
47802,1,Expedita,black,512.3,512.3
47802,2,Fuga,green,38.02,76.03
47802,1,Expedita,black,512.3,512.3
47802,2,Deleniti,pink,160.81,321.62
47802,2,Fuga,green,38.02,76.03
47802,1,Expedita,black,512.3,512.3
47802,2,Deleniti,pink,160.81,321.62
47802,3,Expedita,green,563.53,1690.59
98724,4,Explicabo,blue,524.19,2096.77
98724,4,Explicabo,blue,524.19,2096.77
98724,1,Deleniti,red,107.21,107.21
98724,4,Explicabo,blue,524.19,2096.77
98724,1,Deleniti,red,107.21,107.21
98724,2,Expedita,black,512.3,1024.6
98724,4,Explicabo,blue,524.19,2096.77
98724,1,Deleniti,red,107.21,107.21
98724,2,Expedita,black,512.3,1024.6
98724,4,Explicabo,green,497.08,1988.32
22143,4,Fuga,black,34.56,138.24
22143,4,Fuga,black,34.56,138.24
22143,1,Explicabo,red,542.27,542.27
22143,4,Fuga,black,34.56,138.24
22143,1,Explicabo,red,542.27,542.27
22143,4,Explicabo,pink,813.4,3253.61
10623,4,Fuga,pink,62.21,248.83
10623,4,Fuga,pink,62.21,248.83
10623,2,Deleniti,green,98.27,196.55
10623,4,Fuga,pink,62.21,248.83
10623,2,Deleniti,green,98.27,196.55
10623,4,Explicabo,red,542.27,2169.07
03149,2,Explicabo,green,497.08,994.16
03149,2,Explicabo,green,497.08,994.16
03149,3,Expedita,blue,594.27,1782.8
03149,2,Explicabo,green,497.08,994.16
03149,3,Expedita,blue,594.27,1782.8
03149,2,Explicabo,black,451.89,903.78
03149,2,Explicabo,green,497.08,994.16
03149,3,Expedita,blue,594.27,1782.8
03149,2,Explicabo,black,451.89,903.78
03149,3,Fuga,red,41.47,124.42
03149,2,Explicabo,green,497.08,994.16
03149,3,Expedita,blue,594.27,1782.8
03149,2,Explicabo,black,451.89,903.78
03149,3,Fuga,red,41.47,124.42
03149,4,Fuga,red,41.47,165.89
15230,4,Expedita,black,512.3,2049.2
15230,4,Expedita,black,512.3,2049.2
15230,1,Deleniti,green,98.27,98.27
15230,4,Expedita,black,512.3,2049.2
15230,1,Deleniti,green,98.27,98.27
15230,2,Explicabo,blue,524.19,1048.38
15230,4,Expedita,black,512.3,2049.2
15230,1,Deleniti,green,98.27,98.27
15230,2,Explicabo,blue,524.19,1048.38
15230,1,Fuga,black,34.56,34.56
13059,4,Explicabo,red,542.27,2169.07
13059,4,Explicabo,red,542.27,2169.07
13059,1,Fuga,red,41.47,41.47
13059,4,Explicabo,red,542.27,2169.07
13059,1,Fuga,red,41.47,41.47
13059,2,Fuga,green,38.02,76.03
13059,4,Explicabo,red,542.27,2169.07
13059,1,Fuga,red,41.47,41.47
13059,2,Fuga,green,38.02,76.03
13059,2,Deleniti,red,107.21,214.42
12203,4,Expedita,black,512.3,2049.2
12203,4,Expedita,black,512.3,2049.2
12203,3,Deleniti,green,98.27,294.82
12203,4,Expedita,black,512.3,2049.2
12203,3,Deleniti,green,98.27,294.82
12203,4,Expedita,black,512.3,2049.2
12203,4,Expedita,black,512.3,2049.2
12203,3,Deleniti,green,98.27,294.82
12203,4,Expedita,black,512.3,2049.2
12203,2,Expedita,red,614.76,1229.52
36266,1,Fuga,green,38.02,38.02
58638,4,Fuga,pink,62.21,248.83
58638,4,Fuga,pink,62.21,248.83
58638,1,Fuga,red,41.47,41.47
58638,4,Fuga,pink,62.21,248.83
58638,1,Fuga,red,41.47,41.47
58638,2,Fuga,pink,62.21,124.42
58638,4,Fuga,pink,62.21,248.83
58638,1,Fuga,red,41.47,41.47
58638,2,Fuga,pink,62.21,124.42
58638,1,Fuga,red,41.47,41.47
07751,1,Expedita,red,614.76,614.76
07751,1,Expedita,red,614.76,614.76
07751,4,Expedita,black,512.3,2049.2
07751,1,Expedita,red,614.76,614.76
07751,4,Expedita,black,512.3,2049.2
07751,2,Fuga,red,41.47,82.94
07751,1,Expedita,red,614.76,614.76
07751,4,Expedita,black,512.3,2049.2
07751,2,Fuga,red,41.47,82.94
07751,3,Explicabo,black,451.89,1355.67
07751,1,Expedita,red,614.76,614.76
07751,4,Expedita,black,512.3,2049.2
07751,2,Fuga,red,41.47,82.94
07751,3,Explicabo,black,451.89,1355.67
07751,4,Fuga,blue,40.09,160.36
56073,2,Expedita,red,614.76,1229.52
56073,2,Expedita,red,614.76,1229.52
56073,1,Deleniti,pink,160.81,160.81
53359,1,Deleniti,black,89.34,89.34
56112,2,Deleniti,green,98.27,196.55
56112,2,Deleniti,green,98.27,196.55
56112,4,Deleniti,pink,160.81,643.25
67817,3,Fuga,pink,62.21,186.62
67817,3,Fuga,pink,62.21,186.62
67817,4,Fuga,pink,62.21,248.83
67817,3,Fuga,pink,62.21,186.62
67817,4,Fuga,pink,62.21,248.83
67817,3,Expedita,black,512.3,1536.9
22175,1,Deleniti,green,98.27,98.27
22175,1,Deleniti,green,98.27,98.27
22175,4,Deleniti,blue,103.63,414.54
22175,1,Deleniti,green,98.27,98.27
22175,4,Deleniti,blue,103.63,414.54
22175,3,Fuga,blue,40.09,120.27
22175,1,Deleniti,green,98.27,98.27
22175,4,Deleniti,blue,103.63,414.54
22175,3,Fuga,blue,40.09,120.27
22175,2,Expedita,blue,594.27,1188.54
22175,1,Deleniti,green,98.27,98.27
22175,4,Deleniti,blue,103.63,414.54
22175,3,Fuga,blue,40.09,120.27
22175,2,Expedita,blue,594.27,1188.54
22175,1,Expedita,pink,922.14,922.14
12109,4,Explicabo,red,542.27,2169.07
12109,4,Explicabo,red,542.27,2169.07
12109,4,Deleniti,black,89.34,357.36
12109,4,Explicabo,red,542.27,2169.07
12109,4,Deleniti,black,89.34,357.36
12109,3,Deleniti,blue,103.63,310.9
45663,2,Explicabo,green,497.08,994.16
45663,2,Explicabo,green,497.08,994.16
45663,3,Explicabo,pink,813.4,2440.21
45663,2,Explicabo,green,497.08,994.16
45663,3,Explicabo,pink,813.4,2440.21
45663,3,Explicabo,green,497.08,1491.24
45663,2,Explicabo,green,497.08,994.16
45663,3,Explicabo,pink,813.4,2440.21
45663,3,Explicabo,green,497.08,1491.24
45663,4,Fuga,pink,62.21,248.83
17379,2,Explicabo,pink,813.4,1626.8
37287,1,Deleniti,red,107.21,107.21
37287,1,Deleniti,red,107.21,107.21
37287,3,Fuga,green,38.02,114.05
37287,1,Deleniti,red,107.21,107.21
37287,3,Fuga,green,38.02,114.05
37287,2,Explicabo,pink,813.4,1626.8
37287,1,Deleniti,red,107.21,107.21
37287,3,Fuga,green,38.02,114.05
37287,2,Explicabo,pink,813.4,1626.8
37287,2,Fuga,green,38.02,76.03
14798,4,Fuga,black,34.56,138.24
14798,4,Fuga,black,34.56,138.24
14798,4,Expedita,red,614.76,2459.04
14798,4,Fuga,black,34.56,138.24
14798,4,Expedita,red,614.76,2459.04
14798,3,Explicabo,green,497.08,1491.24
86517,2,Expedita,red,614.76,1229.52
86517,2,Expedita,red,614.76,1229.52
86517,2,Deleniti,red,107.21,214.42
86517,2,Expedita,red,614.76,1229.52
86517,2,Deleniti,red,107.21,214.42
86517,3,Expedita,red,614.76,1844.28
86517,2,Expedita,red,614.76,1229.52
86517,2,Deleniti,red,107.21,214.42
86517,3,Expedita,red,614.76,1844.28
86517,4,Explicabo,green,497.08,1988.32
25764,2,Deleniti,red,107.21,214.42
25764,2,Deleniti,red,107.21,214.42
25764,4,Fuga,red,41.47,165.89
25764,2,Deleniti,red,107.21,214.42
25764,4,Fuga,red,41.47,165.89
25764,1,Explicabo,blue,524.19,524.19
25764,2,Deleniti,red,107.21,214.42
25764,4,Fuga,red,41.47,165.89
25764,1,Explicabo,blue,524.19,524.19
25764,4,Expedita,blue,594.27,2377.07
44649,2,Explicabo,blue,524.19,1048.38
44649,2,Explicabo,blue,524.19,1048.38
44649,3,Explicabo,green,497.08,1491.24
44649,2,Explicabo,blue,524.19,1048.38
44649,3,Explicabo,green,497.08,1491.24
44649,2,Deleniti,blue,103.63,207.27
44649,2,Explicabo,blue,524.19,1048.38
44649,3,Explicabo,green,497.08,1491.24
44649,2,Deleniti,blue,103.63,207.27
44649,4,Deleniti,black,89.34,357.36
03246,1,Deleniti,green,98.27,98.27
03246,1,Deleniti,green,98.27,98.27
03246,3,Fuga,pink,62.21,186.62
03246,1,Deleniti,green,98.27,98.27
03246,3,Fuga,pink,62.21,186.62
03246,3,Deleniti,pink,160.81,482.44
14712,1,Expedita,red,614.76,614.76
14712,1,Expedita,red,614.76,614.76
14712,2,Explicabo,blue,524.19,1048.38
14712,1,Expedita,red,614.76,614.76
14712,2,Explicabo,blue,524.19,1048.38
14712,1,Fuga,blue,40.09,40.09
14712,1,Expedita,red,614.76,614.76
14712,2,Explicabo,blue,524.19,1048.38
14712,1,Fuga,blue,40.09,40.09
14712,3,Fuga,blue,40.09,120.27
14712,1,Expedita,red,614.76,614.76
14712,2,Explicabo,blue,524.19,1048.38
14712,1,Fuga,blue,40.09,40.09
14712,3,Fuga,blue,40.09,120.27
14712,4,Deleniti,blue,103.63,414.54
47198,3,Explicabo,pink,813.4,2440.21
47198,3,Explicabo,pink,813.4,2440.21
47198,1,Explicabo,green,497.08,497.08
47198,3,Explicabo,pink,813.4,2440.21
47198,1,Explicabo,green,497.08,497.08
47198,1,Deleniti,red,107.21,107.21
77975,4,Explicabo,blue,524.19,2096.77
77975,4,Explicabo,blue,524.19,2096.77
77975,2,Fuga,green,38.02,76.03
77975,4,Explicabo,blue,524.19,2096.77
77975,2,Fuga,green,38.02,76.03
77975,3,Deleniti,blue,103.63,310.9
77975,4,Explicabo,blue,524.19,2096.77
77975,2,Fuga,green,38.02,76.03
77975,3,Deleniti,blue,103.63,310.9
77975,4,Expedita,red,614.76,2459.04
50129,1,Explicabo,pink,813.4,813.4
50129,1,Explicabo,pink,813.4,813.4
50129,1,Fuga,green,38.02,38.02
50129,1,Explicabo,pink,813.4,813.4
50129,1,Fuga,green,38.02,38.02
50129,1,Deleniti,black,89.34,89.34
50129,1,Explicabo,pink,813.4,813.4
50129,1,Fuga,green,38.02,38.02
50129,1,Deleniti,black,89.34,89.34
50129,3,Explicabo,black,451.89,1355.67
50129,1,Explicabo,pink,813.4,813.4
50129,1,Fuga,green,38.02,38.02
50129,1,Deleniti,black,89.34,89.34
50129,3,Explicabo,black,451.89,1355.67
50129,4,Deleniti,black,89.34,357.36
24250,1,Deleniti,black,89.34,89.34
24250,1,Deleniti,black,89.34,89.34
24250,2,Fuga,blue,40.09,80.18
24250,1,Deleniti,black,89.34,89.34
24250,2,Fuga,blue,40.09,80.18
24250,2,Expedita,red,614.76,1229.52
24250,1,Deleniti,black,89.34,89.34
24250,2,Fuga,blue,40.09,80.18
24250,2,Expedita,red,614.76,1229.52
24250,3,Expedita,blue,594.27,1782.8
24250,1,Deleniti,black,89.34,89.34
24250,2,Fuga,blue,40.09,80.18
24250,2,Expedita,red,614.76,1229.52
24250,3,Expedita,blue,594.27,1782.8
24250,4,Explicabo,red,542.27,2169.07
22175,1,Fuga,green,38.02,38.02
22175,1,Fuga,green,38.02,38.02
22175,2,Explicabo,blue,524.19,1048.38
16909,1,Fuga,pink,62.21,62.21
16909,1,Fuga,pink,62.21,62.21
16909,1,Fuga,green,38.02,38.02
16909,1,Fuga,pink,62.21,62.21
16909,1,Fuga,green,38.02,38.02
16909,1,Deleniti,blue,103.63,103.63
16559,3,Expedita,pink,922.14,2766.42
16559,3,Expedita,pink,922.14,2766.42
16559,4,Expedita,pink,922.14,3688.56
16559,3,Expedita,pink,922.14,2766.42
16559,4,Expedita,pink,922.14,3688.56
16559,3,Expedita,red,614.76,1844.28
16559,3,Expedita,pink,922.14,2766.42
16559,4,Expedita,pink,922.14,3688.56
16559,3,Expedita,red,614.76,1844.28
16559,2,Expedita,pink,922.14,1844.28
16559,3,Expedita,pink,922.14,2766.42
16559,4,Expedita,pink,922.14,3688.56
16559,3,Expedita,red,614.76,1844.28
16559,2,Expedita,pink,922.14,1844.28
16559,2,Expedita,red,614.76,1229.52
03048,4,Expedita,red,614.76,2459.04
47139,1,Fuga,pink,62.21,62.21
34317,4,Fuga,blue,40.09,160.36
51519,2,Fuga,green,38.02,76.03
51519,2,Fuga,green,38.02,76.03
51519,3,Expedita,pink,922.14,2766.42
51519,2,Fuga,green,38.02,76.03
51519,3,Expedita,pink,922.14,2766.42
51519,1,Explicabo,red,542.27,542.27
88131,4,Fuga,black,34.56,138.24
49134,1,Deleniti,blue,103.63,103.63
49134,1,Deleniti,blue,103.63,103.63
49134,3,Expedita,blue,594.27,1782.8
49134,1,Deleniti,blue,103.63,103.63
49134,3,Expedita,blue,594.27,1782.8
49134,1,Deleniti,blue,103.63,103.63
49134,1,Deleniti,blue,103.63,103.63
49134,3,Expedita,blue,594.27,1782.8
49134,1,Deleniti,blue,103.63,103.63
49134,3,Explicabo,red,542.27,1626.8
10787,4,Explicabo,red,542.27,2169.07
10787,4,Explicabo,red,542.27,2169.07
10787,1,Deleniti,black,89.34,89.34
10787,4,Explicabo,red,542.27,2169.07
10787,1,Deleniti,black,89.34,89.34
10787,1,Fuga,blue,40.09,40.09
10787,4,Explicabo,red,542.27,2169.07
10787,1,Deleniti,black,89.34,89.34
10787,1,Fuga,blue,40.09,40.09
10787,1,Expedita,green,563.53,563.53
24229,3,Deleniti,black,89.34,268.02
24229,3,Deleniti,black,89.34,268.02
24229,2,Expedita,blue,594.27,1188.54
24229,3,Deleniti,black,89.34,268.02
24229,2,Expedita,blue,594.27,1188.54
24229,3,Fuga,pink,62.21,186.62
24229,3,Deleniti,black,89.34,268.02
24229,2,Expedita,blue,594.27,1188.54
24229,3,Fuga,pink,62.21,186.62
24229,4,Explicabo,blue,524.19,2096.77
24229,3,Deleniti,black,89.34,268.02
24229,2,Expedita,blue,594.27,1188.54
24229,3,Fuga,pink,62.21,186.62
24229,4,Explicabo,blue,524.19,2096.77
24229,4,Explicabo,blue,524.19,2096.77
34431,3,Fuga,green,38.02,114.05
34431,3,Fuga,green,38.02,114.05
34431,2,Expedita,red,614.76,1229.52
34431,3,Fuga,green,38.02,114.05
34431,2,Expedita,red,614.76,1229.52
34431,3,Fuga,green,38.02,114.05
34431,3,Fuga,green,38.02,114.05
34431,2,Expedita,red,614.76,1229.52
34431,3,Fuga,green,38.02,114.05
34431,1,Fuga,red,41.47,41.47
86510,3,Explicabo,blue,524.19,1572.58
86510,3,Explicabo,blue,524.19,1572.58
86510,2,Expedita,blue,594.27,1188.54
86510,3,Explicabo,blue,524.19,1572.58
86510,2,Expedita,blue,594.27,1188.54
86510,4,Fuga,blue,40.09,160.36
86510,3,Explicabo,blue,524.19,1572.58
86510,2,Expedita,blue,594.27,1188.54
86510,4,Fuga,blue,40.09,160.36
86510,2,Explicabo,black,451.89,903.78
86510,3,Explicabo,blue,524.19,1572.58
86510,2,Expedita,blue,594.27,1188.54
86510,4,Fuga,blue,40.09,160.36
86510,2,Explicabo,black,451.89,903.78
86510,2,Fuga,black,34.56,69.12
44532,4,Explicabo,red,542.27,2169.07
10629,4,Deleniti,pink,160.81,643.25
10629,4,Deleniti,pink,160.81,643.25
10629,1,Explicabo,blue,524.19,524.19
10629,4,Deleniti,pink,160.81,643.25
10629,1,Explicabo,blue,524.19,524.19
10629,3,Fuga,black,34.56,103.68
10629,4,Deleniti,pink,160.81,643.25
10629,1,Explicabo,blue,524.19,524.19
10629,3,Fuga,black,34.56,103.68
10629,2,Explicabo,red,542.27,1084.54
10629,4,Deleniti,pink,160.81,643.25
10629,1,Explicabo,blue,524.19,524.19
10629,3,Fuga,black,34.56,103.68
10629,2,Explicabo,red,542.27,1084.54
10629,4,Explicabo,blue,524.19,2096.77
36037,4,Expedita,blue,594.27,2377.07
99330,3,Deleniti,blue,103.63,310.9
99330,3,Deleniti,blue,103.63,310.9
99330,2,Explicabo,blue,524.19,1048.38
99330,3,Deleniti,blue,103.63,310.9
99330,2,Explicabo,blue,524.19,1048.38
99330,3,Explicabo,blue,524.19,1572.58
99330,3,Deleniti,blue,103.63,310.9
99330,2,Explicabo,blue,524.19,1048.38
99330,3,Explicabo,blue,524.19,1572.58
99330,4,Fuga,red,41.47,165.89
99330,3,Deleniti,blue,103.63,310.9
99330,2,Explicabo,blue,524.19,1048.38
99330,3,Explicabo,blue,524.19,1572.58
99330,4,Fuga,red,41.47,165.89
99330,2,Fuga,pink,62.21,124.42
25788,1,Expedita,green,563.53,563.53
25788,1,Expedita,green,563.53,563.53
25788,1,Deleniti,pink,160.81,160.81
25788,1,Expedita,green,563.53,563.53
25788,1,Deleniti,pink,160.81,160.81
25788,3,Expedita,black,512.3,1536.9
25788,1,Expedita,green,563.53,563.53
25788,1,Deleniti,pink,160.81,160.81
25788,3,Expedita,black,512.3,1536.9
25788,2,Fuga,green,38.02,76.03
66701,4,Deleniti,pink,160.81,643.25
66701,4,Deleniti,pink,160.81,643.25
66701,2,Expedita,red,614.76,1229.52
66701,4,Deleniti,pink,160.81,643.25
66701,2,Expedita,red,614.76,1229.52
66701,3,Fuga,green,38.02,114.05
66701,4,Deleniti,pink,160.81,643.25
66701,2,Expedita,red,614.76,1229.52
66701,3,Fuga,green,38.02,114.05
66701,4,Fuga,green,38.02,152.06
23558,4,Expedita,green,563.53,2254.12
23558,4,Expedita,green,563.53,2254.12
23558,1,Fuga,red,41.47,41.47
56299,3,Explicabo,blue,524.19,1572.58
56299,3,Explicabo,blue,524.19,1572.58
56299,2,Expedita,red,614.76,1229.52
56299,3,Explicabo,blue,524.19,1572.58
56299,2,Expedita,red,614.76,1229.52
56299,2,Expedita,blue,594.27,1188.54
56299,3,Explicabo,blue,524.19,1572.58
56299,2,Expedita,red,614.76,1229.52
56299,2,Expedita,blue,594.27,1188.54
56299,4,Fuga,blue,40.09,160.36
27568,3,Expedita,red,614.76,1844.28
27568,3,Expedita,red,614.76,1844.28
27568,1,Explicabo,red,542.27,542.27
27568,3,Expedita,red,614.76,1844.28
27568,1,Explicabo,red,542.27,542.27
27568,2,Explicabo,pink,813.4,1626.8
12053,2,Expedita,green,563.53,1127.06
12053,2,Expedita,green,563.53,1127.06
12053,2,Explicabo,blue,524.19,1048.38
66978,4,Deleniti,green,98.27,393.1
66978,4,Deleniti,green,98.27,393.1
66978,2,Explicabo,red,542.27,1084.54
66978,4,Deleniti,green,98.27,393.1
66978,2,Explicabo,red,542.27,1084.54
66978,1,Explicabo,red,542.27,542.27
66978,4,Deleniti,green,98.27,393.1
66978,2,Explicabo,red,542.27,1084.54
66978,1,Explicabo,red,542.27,542.27
66978,4,Expedita,red,614.76,2459.04
26670,1,Expedita,green,563.53,563.53
26670,1,Expedita,green,563.53,563.53
26670,1,Expedita,black,512.3,512.3
33758,4,Fuga,pink,62.21,248.83
33758,4,Fuga,pink,62.21,248.83
33758,1,Fuga,green,38.02,38.02
57647,4,Deleniti,black,89.34,357.36
57647,4,Deleniti,black,89.34,357.36
57647,3,Expedita,red,614.76,1844.28
57647,4,Deleniti,black,89.34,357.36
57647,3,Expedita,red,614.76,1844.28
57647,4,Expedita,red,614.76,2459.04
57647,4,Deleniti,black,89.34,357.36
57647,3,Expedita,red,614.76,1844.28
57647,4,Expedita,red,614.76,2459.04
57647,2,Expedita,pink,922.14,1844.28
15745,3,Fuga,green,38.02,114.05
15745,3,Fuga,green,38.02,114.05
15745,3,Explicabo,pink,813.4,2440.21
15745,3,Fuga,green,38.02,114.05
15745,3,Explicabo,pink,813.4,2440.21
15745,4,Expedita,green,563.53,2254.12
13627,1,Explicabo,red,542.27,542.27
96132,1,Explicabo,green,497.08,497.08
44141,4,Fuga,blue,40.09,160.36
73240,1,Explicabo,blue,524.19,524.19
73240,1,Explicabo,blue,524.19,524.19
73240,4,Deleniti,black,89.34,357.36
73240,1,Explicabo,blue,524.19,524.19
73240,4,Deleniti,black,89.34,357.36
73240,2,Deleniti,blue,103.63,207.27
17419,1,Deleniti,pink,160.81,160.81
17419,1,Deleniti,pink,160.81,160.81
17419,4,Explicabo,black,451.89,1807.56
17419,1,Deleniti,pink,160.81,160.81
17419,4,Explicabo,black,451.89,1807.56
17419,1,Expedita,green,563.53,563.53
17419,1,Deleniti,pink,160.81,160.81
17419,4,Explicabo,black,451.89,1807.56
17419,1,Expedita,green,563.53,563.53
17419,4,Explicabo,black,451.89,1807.56
99897,1,Deleniti,pink,160.81,160.81
99897,1,Deleniti,pink,160.81,160.81
99897,3,Deleniti,blue,103.63,310.9
34127,2,Deleniti,pink,160.81,321.62
34127,2,Deleniti,pink,160.81,321.62
34127,3,Deleniti,blue,103.63,310.9
34127,2,Deleniti,pink,160.81,321.62
34127,3,Deleniti,blue,103.63,310.9
34127,2,Expedita,pink,922.14,1844.28
34127,2,Deleniti,pink,160.81,321.62
34127,3,Deleniti,blue,103.63,310.9
34127,2,Expedita,pink,922.14,1844.28
34127,2,Deleniti,pink,160.81,321.62
16225,2,Fuga,blue,40.09,80.18
49084,2,Deleniti,black,89.34,178.68
49084,2,Deleniti,black,89.34,178.68
49084,2,Expedita,green,563.53,1127.06
49084,2,Deleniti,black,89.34,178.68
49084,2,Expedita,green,563.53,1127.06
49084,1,Expedita,pink,922.14,922.14
12049,3,Explicabo,black,451.89,1355.67
57587,3,Explicabo,pink,813.4,2440.21
57587,3,Explicabo,pink,813.4,2440.21
57587,3,Explicabo,red,542.27,1626.8
57587,3,Explicabo,pink,813.4,2440.21
57587,3,Explicabo,red,542.27,1626.8
57587,1,Deleniti,blue,103.63,103.63
13435,4,Expedita,black,512.3,2049.2
03051,2,Fuga,green,38.02,76.03
03051,2,Fuga,green,38.02,76.03
03051,2,Deleniti,black,89.34,178.68
03051,2,Fuga,green,38.02,76.03
03051,2,Deleniti,black,89.34,178.68
03051,1,Expedita,black,512.3,512.3
03051,2,Fuga,green,38.02,76.03
03051,2,Deleniti,black,89.34,178.68
03051,1,Expedita,black,512.3,512.3
